Nom_Fichier,Artiste,Cluster_ID,Distance_Centroide,Score_Silhouette
dubuffet_2.jpg,Dubuffet,4,4.4301,0.1032
dubuffet_21.jpg,Dubuffet,6,6.2403,0.0335
dubuffet_3.jpg,Dubuffet,4,4.1629,0.1023
dubuffet_4.jpg,Dubuffet,11,8.7001,-0.1118
dubuffet_5.jpg,Dubuffet,15,5.8287,-0.0123
dubuffet_7.jpg,Dubuffet,0,6.9327,0.1227
dubuffet_8.jpg,Dubuffet,0,8.2738,-0.0662
dubuffet_9.jpg,Dubuffet,0,8.8955,-0.0547
dulom_1.jpg,Dulom,10,10.4183,0.028
dumitresco_1.jpg,Dumitresco,4,4.4982,0.0627
dumitresco_2.jpg,Dumitresco,27,5.6079,-0.0428
dupre_1.jpg,Dupre,15,4.6881,0.089
durieu_1.jpg,Durieu,29,9.0207,-0.0581
durieu_2.jpg,Durieu,6,6.0656,-0.0066
el-anatsui_1.jpg,El-anatsui,27,4.3838,-0.0273
el-anatsui_2.jpg,El-anatsui,0,5.713,-0.1103
el-lissitzky_1.jpg,El-lissitzky,17,7.769,-0.0281
el-lissitzky_2.jpg,El-lissitzky,2,7.5639,-0.0271
el-lissitzky_3.jpg,El-lissitzky,9,7.7856,-0.0311
el-lissitzky_4.jpg,El-lissitzky,16,7.638,-0.03
el-lissitzky_5.jpg,El-lissitzky,22,8.5525,-0.0886
el-lissitzky_6.jpg,El-lissitzky,17,8.0467,-0.0216
el-lissitzky_7.jpg,El-lissitzky,17,7.4377,-0.0581
el-lissitzky_8.jpg,El-lissitzky,14,8.8749,-0.0599
ermolaeva_1.jpg,Ermolaeva,18,8.4057,0.0108
ernst_1.jpg,Ernst,3,5.3933,-0.0294
ernst_10.jpg,Ernst,3,6.0108,0.0106
ernst_11.jpg,Ernst,3,5.6513,-0.0182
ernst_12.jpg,Ernst,25,4.7405,-0.0874
ernst_13.jpg,Ernst,21,5.1602,0.0486
ernst_14.jpg,Ernst,27,7.992,0.0419
ernst_15.jpg,Ernst,20,5.1328,-0.0481
ernst_18.jpg,Ernst,21,4.7825,-0.038
ernst_25.jpg,Ernst,9,7.1408,-0.0668
ernst_26.jpg,Ernst,26,5.3772,-0.0999
ernst_3.jpg,Ernst,20,6.4749,-0.0704
ernst_33.jpg,Ernst,3,7.0437,-0.0167
ernst_5.jpg,Ernst,26,8.4412,-0.171
ernst_8.jpg,Ernst,4,5.4179,0.0759
erruas_1.jpg,Erruas,28,6.0923,-0.1257
esteve_1.jpg,Esteve,9,7.0011,-0.0575
esteve_2.jpg,Esteve,6,7.0234,0.036
fangor_1.jpg,Fangor,2,10.6286,0.1161
farmanfarmaian_1.jpg,Farmanfarmaian,9,7.3537,-0.0241
farmanfarmaian_2.jpg,Farmanfarmaian,9,7.5192,-0.0221
fautrier_11.jpg,Fautrier,28,5.3451,-0.0385
fautrier_12.jpg,Fautrier,4,5.6629,0.0711
fautrier_13.jpg,Fautrier,28,5.8364,-0.0513
fautrier_14.jpg,Fautrier,21,4.6018,-0.1189
fautrier_2.jpg,Fautrier,21,5.4003,-0.0685
fautrier_25.jpg,Fautrier,16,5.386,0.0923
fautrier_26.jpg,Fautrier,24,5.6393,-0.0359
fautrier_29.jpg,Fautrier,4,5.875,0.0843
fautrier_7.jpg,Fautrier,4,5.2222,0.0682
fautrier_9.jpg,Fautrier,28,5.7084,-0.0323
favier_1.jpg,Favier,17,6.7767,-0.0754
fernandez.jpg,Fernandez.jpg,22,7.6353,-0.0697
festa_1.jpg,Festa,19,9.3007,0.013
filia_1.jpg,Filia,6,6.5765,0.0509
fini_1.jpg,Fini,4,3.9556,0.1084
fini_2.jpg,Fini,3,4.674,0.0436
folmer_1.jpg,Folmer,19,8.6922,0.0626
folmer_2.jpg,Folmer,6,6.0996,0.0743
folmer_3.jpg,Folmer,13,7.9476,-0.0231
