nom,classe,x,y
burri_15.jpg,2,-15.385711,11.574183
burri_2.jpg,9,0.92456585,5.2612605
burri_3.jpg,2,-23.312233,14.069803
burri_4.jpg,2,-23.301432,14.034283
burri_5.jpg,5,-2.3581583,29.662884
burri_6.jpg,4,-18.843342,-0.94110674
burri_7.jpg,6,-20.342241,12.2734995
burri_8.jpg,2,-14.671206,3.1902275
burri_9.jpg,6,-10.669902,20.139397
burroughs_1.jpg,10,-6.9624424,-9.320444
buthe_1.jpg,11,16.693668,-11.634008
calima_1.jpg,1,26.528923,1.9157034
calima_2.jpg,13,31.68045,6.319232
cane_1.jpg,9,1.8229743,5.912511
capogrossi_1.jpg,9,10.76098,-2.7665107
capogrossi_5.jpg,4,-30.00584,-7.3909955
cappa_1.jpg,10,1.3641706,-1.5263263
carlsund_1.jpg,12,27.552855,-20.43155
cassel_1.jpg,8,14.356124,-0.33455124
cassel_2.jpg,2,-5.6019177,-5.0576797
cassel_3.jpg,10,-7.804632,-4.4984503
castellani_1.jpg,10,1.5050541,-6.806536
castellani_2.jpg,13,20.996513,8.839136
chagall_1.jpg,7,-6.446454,-22.118973
chardon_1.jpg,13,29.599112,9.438244
charlton_1.jpg,12,27.828724,-20.98917
chesnier_1.jpg,14,-4.885264,32.998547
choi_1.jpg,10,-3.5424898,-3.5715322
choi_2.jpg,6,-17.860556,23.777872
choi_3.jpg,6,-17.706089,23.816977
clark_1.jpg,4,-19.076727,-3.1017206
clement_1.jpg,10,-6.2665167,-10.84501
clough_1.jpg,10,5.6257963,-9.9485655
colombet_1.jpg,2,-9.006945,-0.396636
colombet_2.jpg,4,-21.028393,-6.3204966
colombet_3.jpg,4,-18.62124,-9.28475
colombet_4.jpg,4,-18.71042,-9.43226
colombet_5.jpg,6,-12.294792,24.391615
colombet_6.jpg,6,-10.837127,19.024323
colquhoun_1.jpg,7,8.532528,-6.092453
colquhoun_2.jpg,11,20.113314,-19.596024
colquhoun_3.jpg,6,-8.450708,17.709518
colquhoun_4.jpg,10,13.9304,-6.1571712
colquhoun_5.jpg,10,-2.1389263,-1.0558448
colquhoun_6.jpg,10,-2.2149754,-0.95157415
condo_1.jpg,7,12.490521,7.5904775
condo_10.jpg,4,-20.547915,-0.8792962
condo_20.jpg,10,-6.5892644,-0.28505287
condo_21.jpg,4,-18.730833,-1.8296659
condo_3.jpg,11,14.483295,-20.141766
condo_30.jpg,4,-18.805101,-2.113663
condo_33.jpg,10,-18.35198,-2.2010045
condo_42.jpg,9,1.4692565,0.48898828
condo_49.jpg,3,20.651129,2.0710523
condo_50.jpg,2,20.337849,2.259266
condo_51.jpg,9,0.40217328,-24.416843
condo_53.jpg,9,-0.8253733,2.7775927
condo_58.jpg,10,-0.31626076,-0.90423775
condo_60.jpg,10,0.51246417,0.1944812
condo_73.jpg,9,18.050753,5.062961
conner_1.jpg,10,-11.202469,-8.159066
conner_2.jpg,9,-11.685116,-20.5683
covert_1.jpg,6,-8.960798,17.573519
crepin_1.jpg,4,-24.531635,-3.1433742
crepin_2.jpg,4,-24.419394,-3.4442902
crotti_1.jpg,0,0.2571889,13.883985
crotti_2.jpg,11,12.081623,-24.053354
cruz-diez_1.jpg,13,35.50753,2.3393035
culbert_1.jpg,1,18.666706,6.140395
culbert_2.jpg,9,0.6069843,11.713029
culbert_3.jpg,11,17.248768,-20.863276
culbert_4.jpg,10,8.889698,0.1061105
culin_1.jpg,9,2.6558979,-10.672081
dali_1.jpg,6,-8.352055,21.650393
damoah_1.jpg,11,16.506855,-10.1710825
damoah_2.jpg,5,1.1134826,27.42835
damoah_3.jpg,4,-11.63689,-5.5014935
de-bary_1.jpg,6,-8.559936,21.433943
de-dominicis_1.jpg,7,13.555897,-8.020434
de-kooning_13.jpg,10,-4.7008376,-8.597478
