index,filename,artist,cluster,x,y
0,aborigene_1.jpg,aborigene,15,-34.330677,-30.673084
1,accardi_1.jpg,accardi,0,-24.528057,-11.766056
2,accardi_2.jpg,accardi,14,14.515276,-40.66983
3,af-klint_1.jpg,af-klint,18,-16.61935,-8.357889
4,af-klint_10.jpg,af-klint,27,-11.467031,10.370563
5,af-klint_11.jpg,af-klint,13,39.38191,-11.364625
6,af-klint_12.jpg,af-klint,2,43.965466,21.301382
7,af-klint_13.jpg,af-klint,11,19.494534,9.796105
8,af-klint_2.jpg,af-klint,4,-33.23534,3.2650566
9,af-klint_3.jpg,af-klint,3,-3.174769,35.8176
10,af-klint_4.jpg,af-klint,23,-4.356382,25.049704
11,af-klint_5.jpg,af-klint,27,-20.935223,21.616049
12,af-klint_6.jpg,af-klint,4,-34.311893,9.376696
13,af-klint_8.jpg,af-klint,6,-10.778094,6.300532
14,af-klint_9.jpg,af-klint,2,14.215639,13.047722
15,afif_1.jpg,afif,16,-1.4445862,-38.139496
16,afnan_2.jpg,afnan,4,-24.442474,3.9856973
17,afro_1.jpg,afro,6,-19.269136,10.627634
18,afro_2.jpg,afro,16,-13.936705,-22.928633
19,afro_3.jpg,afro,18,-26.24305,-15.915948
20,afro_4.jpg,afro,18,-3.566437,1.4272866
21,afro_5.jpg,afro,18,-27.952164,-14.366363
22,afro_6.jpg,afro,17,13.744474,-13.396376
23,afro_7.jpg,afro,7,22.494759,24.826742
24,al-azzawi_1.jpg,al-azzawi,20,-9.363952,2.5606265
25,albers_1.jpg,albers,8,27.16883,-37.452183
26,albers_10.jpg,albers,14,11.315432,-51.15528
27,albers_11.jpg,albers,3,21.8192,14.3911495
28,albers_12.jpg,albers,16,0.1617603,-8.660217
29,albers_13.jpg,albers,19,46.88593,-17.490366
30,albers_14.jpg,albers,1,37.74665,-38.10462
31,albers_15.jpg,albers,14,12.938028,-52.939884
32,albers_16.jpg,albers,12,7.8244443,-58.129856
33,albers_17.jpg,albers,14,9.036999,-30.780462
34,albers_2.jpg,albers,18,-15.232887,-25.836983
35,albers_3.jpg,albers,5,34.88027,-5.995555
36,albers_4.jpg,albers,18,4.691566,-5.7813253
37,albers_5.jpg,albers,8,34.4609,-35.15348
38,albers_6.jpg,albers,9,31.287199,-40.92816
39,albers_7.jpg,albers,9,21.859884,-17.549828
40,albers_8.jpg,albers,5,36.803047,-3.833856
41,albers_9.jpg,albers,5,37.879765,-6.304918
42,albert-birot_1.jpg,albert-birot,15,-50.979897,3.1860757
43,alechinsky_1.jpg,alechinsky,15,-37.50924,27.013956
44,alechinsky_2.jpg,alechinsky,27,-30.237568,12.396355
45,alechinsky_3.jpg,alechinsky,27,-21.860302,17.204199
46,alechinsky_4.jpg,alechinsky,27,-23.08519,26.649094
47,allard_1.jpg,allard,15,-58.021366,30.977154
48,andre_1.jpg,andre,9,-6.5660963,-17.488132
49,angkasapura_1.jpg,angkasapura,15,-46.254917,41.129997
50,angkasapura_2.jpg,angkasapura,23,-27.297764,25.699638
51,angkasapura_3.jpg,angkasapura,15,-48.01419,39.69273
52,appel_11.jpg,appel,3,13.841028,22.258284
53,appel_2.jpg,appel,3,11.206998,26.30658
54,appel_3.jpg,appel,25,-1.9110069,24.501225
55,appel_4.jpg,appel,27,-25.769993,20.264967
56,appel_5.jpg,appel,23,-30.239685,26.128271
57,appel_6.jpg,appel,23,-24.201931,27.872213
58,araeen_1.jpg,araeen,7,45.371365,-13.632248
59,arguelles_1.jpg,arguelles,9,19.80876,-26.015469
60,arman_1.jpg,arman,4,-34.574844,18.376429
61,arman_2.jpg,arman,4,-41.78842,20.000164
62,arman_3.jpg,arman,27,-29.848087,24.386694
63,arman_4.jpg,arman,3,7.3211517,31.252588
64,arman_5.jpg,arman,15,-33.053726,36.428314
65,arman_6.jpg,arman,27,-25.41408,37.77516
66,arman_7.jpg,arman,21,-36.997555,32.88291
67,arman_98.jpg,arman,24,-38.60034,30.94207
68,arman_99.jpg,arman,3,-4.4989767,32.61897
69,armandon_1.jpg,armandon,21,-21.881855,4.062314
70,arnal_1.jpg,arnal,24,-37.988163,28.538057
71,arp_1.jpg,arp,23,11.428998,23.7473
72,arp_2.jpg,arp,1,44.15619,21.29968
73,arp_3.jpg,arp,14,14.436564,-35.764664
74,arp_4.jpg,arp,2,15.28084,-2.6059816
75,arp_8.jpg,arp,17,4.2035465,-25.504622
76,art-et-language_1.jpg,art-et-language,28,-3.6620157,-9.491814
77,asse_1.jpg,asse,13,38.975883,-17.366463
78,asse_10.jpg,asse,7,34.93242,10.721831
79,asse_2.jpg,asse,17,30.186579,-29.437523
80,asse_3.jpg,asse,16,-25.148182,-30.87107
81,asse_4.jpg,asse,17,-1.6322145,-21.168032
82,asse_5.jpg,asse,17,12.106923,-13.074127
83,asse_6.jpg,asse,2,47.923367,27.689367
84,asse_7.jpg,asse,1,34.887676,-37.482323
85,asse_8.jpg,asse,10,29.172977,-34.890488
86,asse_9.jpg,asse,18,-13.437046,-20.935963
87,atassi_1.jpg,atassi,11,8.077129,-4.831815
88,atassi_2.jpg,atassi,20,8.241525,20.266083
89,atlan_1.jpg,atlan,3,10.43885,27.81033
90,atlan_2.jpg,atlan,3,21.360985,27.297178
91,atlan_3.jpg,atlan,20,17.690922,29.419306
92,atlan_4.jpg,atlan,3,5.959861,23.780722
93,atlan_5.jpg,atlan,7,25.007536,28.885424
94,auerbach_1.jpg,auerbach,4,-30.322937,25.712765
95,auerbach_2.jpg,auerbach,4,-22.722187,3.295178
96,ayme_1.jpg,ayme,1,47.70475,-31.543922
97,bacher_1.jpg,bacher,12,2.7862267,-55.417007
98,bae_1.jpg,bae,21,-17.660292,17.933537
99,bak_1.jpg,bak,14,21.325844,-49.581467
100,balas_1.jpg,balas,21,-13.057713,5.583639
101,balla_1.jpg,balla,21,-24.038599,-10.273512
102,balla_2.jpg,balla,25,13.808723,8.100365
103,balla_3.jpg,balla,19,53.13947,-14.278941
104,barre_1.jpg,barre,13,29.60057,-19.412666
105,barre_2.jpg,barre,17,23.732258,-26.2609
106,barre_3.jpg,barre,17,14.211307,-12.602394
107,barre_4.jpg,barre,17,17.9757,-24.102541
108,barre_5.jpg,barre,29,30.830044,-28.988127
109,bart_1.jpg,bart,17,20.433657,-28.51001
110,barthes_1.jpg,barthes,0,-13.649703,-4.5857015
111,barthes_2.jpg,barthes,0,-7.4144053,-4.6952
112,baruch_1.jpg,baruch,13,33.612022,-7.4398303
113,baruch_2.jpg,baruch,13,32.759026,-9.363497
114,baruchello_1.jpg,baruchello,17,7.4650307,-16.417816
115,basquiat_1.jpg,basquiat,15,-48.90687,38.806515
116,basquiat_12.jpg,basquiat,15,-52.116043,38.636276
117,basquiat_2.jpg,basquiat,27,-33.677116,33.013702
118,basquiat_7.jpg,basquiat,3,15.222294,28.0994
119,bazaine_1.jpg,bazaine,6,1.834281,31.286247
120,beck_1.jpg,beck,6,-12.139983,-8.9787445
121,bedin_1.jpg,bedin,18,-0.08454811,-16.940525
122,bellaguet_1.jpg,bellaguet,17,17.379726,-22.234787
123,bellmer_1.jpg,bellmer,26,12.6701355,-14.984446
124,beloussovitch_1.jpg,beloussovitch,18,12.547039,-3.289749
125,benchamma_1.jpg,benchamma,0,-21.944595,0.14113994
126,benrath_1.jpg,benrath,4,-25.09634,27.666868
127,benrath_2.jpg,benrath,10,15.798665,-51.340584
128,bergman_1.jpg,bergman,6,-6.5644045,4.154175
129,bergman_10.jpg,bergman,9,14.380623,-6.975144
130,bergman_11.jpg,bergman,6,5.109507,6.3998256
131,bergman_12.jpg,bergman,26,13.075435,-3.837904
132,bergman_13.jpg,bergman,7,23.27915,8.968663
133,bergman_14.jpg,bergman,3,15.33231,32.055645
134,bergman_15.jpg,bergman,11,23.47771,11.946874
135,bergman_16.jpg,bergman,18,2.6566737,-0.2500409
136,bergman_17.jpg,bergman,3,21.090149,19.05306
137,bergman_18.jpg,bergman,2,1.857691,-12.947426
138,bergman_19.jpg,bergman,11,29.670095,13.836632
139,bergman_2.jpg,bergman,7,41.29766,10.23512
140,bergman_20.jpg,bergman,3,13.490251,19.251041
141,bergman_21.jpg,bergman,7,31.864168,12.00176
142,bergman_22.jpg,bergman,16,-0.034187756,-31.922337
143,bergman_23.jpg,bergman,24,-48.521782,7.585936
144,bergman_24.jpg,bergman,2,22.440802,3.410558
145,bergman_25.jpg,bergman,12,3.5686488,-57.380844
146,bergman_26.jpg,bergman,3,12.297904,19.043901
147,bergman_27.jpg,bergman,4,-10.476274,26.66839
148,bergman_28.jpg,bergman,4,-27.377918,13.39463
149,bergman_29.jpg,bergman,26,-9.200756,-0.98172337
150,bergman_3.jpg,bergman,19,41.603302,-9.872629
